"Date","Animals in Residence"
"2024-01-23","189"
"2024-01-24","193"
"2024-01-25","193"
"2024-01-26","191"
"2024-01-27","194"
"2024-01-28","201"
"2024-01-29","204"
"2024-01-30","193"
"2024-01-31","197"
"2024-02-01","189"
"2024-02-02","191"
"2024-02-03","189"
"2024-02-04","181"
"2024-02-05","187"
"2024-02-06","189"
"2024-02-07","186"
"2024-02-08","191"
"2024-02-09","195"
"2024-02-10","195"
"2024-02-11","196"
"2024-02-12","196"
"2024-02-13","197"
"2024-02-14","200"
"2024-02-15","198"
"2024-02-16","204"
"2024-02-17","203"
"2024-02-18","206"
"2024-02-19","206"
"2024-02-20","221"
"2024-02-21","221"
"2024-02-22","200"
"2024-02-23","200"
"2024-02-24","182"
"2024-02-25","182"
"2024-02-26","183"
"2024-02-27","172"
"2024-02-28","171"
"2024-02-29","167"
"2024-03-01","162"
"2024-03-02","157"
"2024-03-03","158"
"2024-03-04","159"
"2024-03-05","160"
"2024-03-06","162"
"2024-03-07","160"
"2024-03-08","162"
"2024-03-09","157"
"2024-03-10","157"
"2024-03-11","160"
"2024-03-12","167"
"2024-03-13","185"
"2024-03-14","194"
"2024-03-15","198"
"2024-03-16","208"
"2024-03-17","211"
"2024-03-18","217"
"2024-03-19","207"
"2024-03-20","203"
"2024-03-21","207"
"2024-03-22","210"
"2024-03-23","198"
"2024-03-24","203"
"2024-03-25","208"
"2024-03-26","203"
"2024-03-27","197"
"2024-03-28","205"
"2024-03-29","206"
"2024-03-30","195"
"2024-03-31","195"
"2024-04-01","198"
"2024-04-02","200"
"2024-04-03","205"
"2024-04-04","205"
"2024-04-05","205"
"2024-04-06","205"
